Date,XAU_Close,XAU_Open,XAU_High,XAU_Low,S&P500,SLV,OIL,EURUSD,Predicted
2000-08-02,277.55,277.5,277.55,277.55,1438.7,5.046,28.26,0.9133,277.7311348613418
2000-08-03,274.0,277.4,274.0,274.0,1452.6,5.028,28.66,0.9068,278.24800997945033
2000-08-04,273.25,274.05,273.25,273.25,1462.9,4.966,29.96,0.9081,274.6041130797581
2000-08-07,273.75,272.75,273.75,273.75,1479.3,4.993,28.91,0.9076,272.98211872115377
2000-08-08,273.25,273.85,273.25,273.25,1482.8,4.958,29.12,0.9021,273.1991999745097
2000-08-09,272.85,273.75,272.85,272.85,1472.9,4.941,30.35,0.9014,273.09343083986056
2000-08-10,272.75,272.25,272.75,272.75,1460.2,4.948,31.34,0.908,273.3558963546699
2000-08-11,275.15,272.7,275.15,275.15,1471.8,4.968,31.02,0.9025,273.0356676423222
2000-08-14,274.75,275.1,274.75,274.75,1491.6,4.931,31.94,0.9057,275.4938945533817
2000-08-15,274.65,274.75,274.65,274.65,1484.4,4.906,31.67,0.9127,274.60671281705436
2000-08-16,277.2,274.7,277.2,277.2,1479.8,4.898,31.8,0.9161,274.55032085403013
2000-08-17,277.6,277.75,277.6,277.6,1496.1,4.906,31.94,0.9164,277.27730168804453
2000-08-18,276.65,277.35,276.65,276.65,1491.7,4.878,31.99,0.9065,277.9973062746764
2000-08-21,275.25,276.7,275.25,275.25,1499.5,4.891,32.47,0.9021,276.1609013417806
2000-08-22,273.75,274.25,273.75,273.75,1498.1,4.871,31.22,0.8971,275.0343073455795
2000-08-23,271.25,273.55,271.25,271.25,1506.0,4.821,32.02,0.9012,274.0580243985654
2000-08-24,272.95,270.25,272.95,272.95,1508.3,4.883,31.63,0.9022,271.6262416784451
2000-08-25,274.25,272.95,274.25,274.25,1506.5,4.917,32.03,0.9022,272.8909399304654
2000-08-28,274.1,274.15,274.1,274.1,1514.1,4.957,32.87,0.9,273.9535943124604
2000-08-29,273.45,273.85,273.45,273.45,1509.8,4.969,32.74,0.8924,274.0400004191502
2000-08-30,274.25,273.25,274.25,274.25,1502.6,4.985,33.32,0.8945,273.228233131677
2000-08-31,277.75,274.15,277.75,277.75,1517.7,5.022,33.12,0.8888,274.01238776931046
2000-09-01,276.85,277.9,276.85,276.85,1520.8,5.023,33.38,0.8998,277.3688575569609
2000-09-04,277.0,276.95,277.0,277.0,1520.8,5.023,33.38,0.8978,277.02550421032765
2000-09-05,275.55,276.95,275.55,275.55,1507.1,5.016,33.83,0.89,276.8763085917697
2000-09-06,274.45,275.7,274.45,274.45,1492.2,5.001,34.9,0.8699,275.62757387776753
2000-09-07,273.8,274.55,273.8,273.8,1502.5,4.956,35.39,0.8721,274.2189103975636
2000-09-08,273.05,273.85,273.05,273.05,1494.5,4.946,33.63,0.8662,273.6707998609185
2000-09-11,273.45,272.95,273.45,273.45,1489.3,4.911,35.14,0.8581,272.9668144553656
2000-09-12,273.05,273.2,273.05,273.05,1482.0,4.936,34.28,0.8637,273.8009067825512
2000-09-13,272.8,274.05,272.8,272.8,1484.9,4.921,33.82,0.8596,273.05908097677707
2000-09-14,272.45,272.35,272.45,272.45,1480.9,4.924,34.07,0.8645,272.4396401808682
2000-09-15,272.55,272.75,272.55,272.55,1465.8,4.904,35.92,0.8536,272.81441919306315
2000-09-18,271.8,272.55,271.8,271.8,1444.5,4.912,36.88,0.8536,272.0982065299866
2000-09-19,272.25,272.0,272.25,272.25,1459.9,4.919,36.51,0.8513,271.5899531182234
2000-09-20,269.45,272.15,269.45,269.45,1451.3,4.867,37.2,0.8493,271.98582300940393
2000-09-21,270.75,269.55,270.75,270.75,1449.0,4.909,34.0,0.8617,269.05296957350885
2000-09-22,272.15,271.05,272.15,272.15,1448.7,4.947,32.68,0.8761,271.0728607657519
2000-09-25,274.3,272.05,274.3,274.3,1439.0,4.952,31.57,0.8745,272.27143337785947
2000-09-26,274.35,274.55,274.35,274.35,1427.2,4.957,31.5,0.8828,274.08851924552664
2000-09-27,278.6,274.45,278.6,278.6,1426.6,4.994,31.46,0.8833,274.2997027303465
2000-09-28,275.55,278.5,275.55,275.55,1458.3,5.002,30.34,0.8794,278.17926859919623
2000-09-29,274.25,275.25,274.25,274.25,1436.5,4.948,30.84,0.8839,275.83547516729857
2000-10-02,273.4,274.25,273.4,273.4,1436.2,4.955,32.18,0.8774,274.0184274539431
2000-10-03,272.25,273.35,272.25,272.25,1426.5,4.962,32.07,0.8756,273.07665518903275
2000-10-04,270.75,272.0,270.75,270.75,1434.3,4.923,31.43,0.8752,272.2298274754606
2000-10-05,270.35,270.85,270.35,270.35,1436.3,4.938,30.53,0.869,270.46570002146655
2000-10-06,269.65,269.75,269.65,269.65,1409.0,4.928,30.86,0.8685,270.7117879155927
2000-10-09,270.6,269.95,270.6,270.6,1402.0,4.93,31.86,0.8683,270.0721254915231
2000-10-10,272.75,270.6,272.75,272.75,1387.0,4.963,33.18,0.8717,270.8392353449826
2000-10-11,271.25,273.1,271.25,271.25,1364.6,4.915,33.25,0.8659,272.88756063088766
2000-10-12,276.65,270.95,276.65,276.65,1329.8,4.968,36.06,0.8625,271.0986727793671
2000-10-13,272.65,276.35,272.65,272.65,1374.2,4.925,34.99,0.8563,278.0913012065739
2000-10-16,272.05,272.45,272.05,272.05,1374.6,4.923,32.92,0.85,272.7662770596144
2000-10-17,271.25,272.05,271.25,271.25,1350.0,4.885,32.99,0.8542,272.0151754145098
2000-10-18,270.65,271.6,270.65,270.65,1342.1,4.893,33.48,0.8392,271.2618800579526
2000-10-19,270.85,270.75,270.85,270.85,1388.8,4.865,32.91,0.8434,270.9486508216502
2000-10-20,271.5,271.1,271.5,271.5,1396.9,4.865,33.75,0.8421,271.0750106306448
2000-10-23,270.35,271.3,270.35,270.35,1395.8,4.82,33.76,0.8356,271.3578750836346
2000-10-24,270.3,270.4,270.3,270.3,1398.1,4.833,33.37,0.8359,270.8193070473704
2000-10-25,266.75,270.4,266.75,266.75,1364.9,4.798,32.96,0.8273,269.8378877916884
2000-10-26,265.35,266.8,265.35,265.35,1364.4,4.765,33.71,0.8303,266.08611794218467
2000-10-27,264.55,265.35,264.55,264.55,1379.6,4.78,32.74,0.8396,265.95028561468416
2000-10-30,264.85,264.75,264.85,264.85,1398.7,4.788,32.81,0.8401,264.4581713176638
2000-10-31,265.05,264.6,265.05,265.05,1429.4,4.796,32.7,0.8493,264.80275788354186
2000-11-01,264.3,265.1,264.3,264.3,1421.2,4.816,33.25,0.8616,265.17988190180495
2000-11-02,264.65,264.65,264.65,264.65,1428.3,4.753,32.54,0.8597,264.15587970589223
2000-11-03,265.2,264.8,265.2,265.2,1426.7,4.785,32.71,0.8667,264.94457628981274
2000-11-06,265.0,265.2,265.0,265.0,1432.2,4.805,32.86,0.8614,264.5504193923957
2000-11-07,264.4,265.15,264.4,264.4,1431.9,4.765,33.4,0.8605,264.4314453059363
2000-11-08,265.15,264.65,265.15,265.15,1409.3,4.783,33.24,0.8558,264.48886391242496
2000-11-09,265.75,265.05,265.75,265.75,1400.1,4.785,33.92,0.8663,264.9811762935972
2000-11-10,264.65,265.95,264.65,264.65,1366.0,4.743,34.02,0.8604,265.71320708235214
2000-11-13,264.45,264.75,264.45,264.45,1351.3,4.708,34.47,0.8596,264.2363721744562
2000-11-14,264.65,264.55,264.65,264.65,1383.0,4.715,34.87,0.8581,264.27063463693554
2000-11-15,265.25,264.6,265.25,265.25,1389.8,4.708,35.58,0.8574,264.40028115673164
2000-11-16,265.85,264.85,265.85,265.85,1372.3,4.693,35.12,0.8521,265.0015527491191
2000-11-17,265.8,265.85,265.8,265.8,1367.7,4.678,35.45,0.8489,265.67780542454335
2000-11-20,266.35,266.25,266.35,266.35,1342.6,4.675,35.22,0.8513,265.6114566861946
2000-11-21,265.85,266.45,265.85,265.85,1347.3,4.65,35.16,0.8434,266.1910891738338
2000-11-22,266.65,265.85,266.65,266.65,1322.4,4.648,35.4,0.8443,265.9626593611663
2000-11-23,266.0,267.25,266.0,266.0,1322.4,4.648,35.4,0.8383,266.8692489790961
2000-11-24,265.95,266.05,265.95,265.95,1341.8,4.648,35.4,0.8386,265.92015272672865
2000-11-27,270.05,265.75,270.05,270.05,1349.0,4.718,35.38,0.8516,266.03691153722673
2000-11-28,269.5,270.0,269.5,269.5,1336.1,4.721,34.22,0.8568,270.51829953391103
2000-11-29,266.95,269.6,266.95,266.95,1341.9,4.7,34.63,0.8578,269.776733201385
2000-11-30,270.35,266.9,270.35,270.35,1315.0,4.733,33.82,0.8724,267.1767437589245
2000-12-01,269.4,270.45,269.4,269.4,1315.2,4.698,32.02,0.8787,271.05220079374965
2000-12-04,271.15,269.75,271.15,271.15,1325.0,4.77,31.22,0.8894,269.48432543496625
2000-12-05,270.35,270.9,270.35,270.35,1376.5,4.758,29.53,0.8799,270.35885919508667
2000-12-06,274.95,270.6,274.95,274.95,1351.5,4.808,29.85,0.8915,270.7218461859056
2000-12-07,273.75,274.75,273.75,273.75,1343.5,4.778,29.35,0.8896,275.64147136846196
2000-12-08,272.75,273.75,272.75,272.75,1369.9,4.7,28.44,0.8863,274.3540782553485
2000-12-11,270.55,272.75,270.55,270.55,1380.2,4.708,29.5,0.8761,272.4832053073706
2000-12-12,271.35,270.65,271.35,271.35,1371.2,4.71,29.68,0.8791,270.0060624542787
2000-12-13,269.2,270.95,269.2,269.2,1360.0,4.673,28.74,0.877,271.1946285941883
2000-12-14,269.75,269.25,269.75,269.75,1340.9,4.648,27.99,0.8907,269.6993503622264
2000-12-15,270.9,270.05,270.9,270.9,1312.2,4.61,28.87,0.8956,270.0326529586951
2000-12-18,270.25,271.0,270.25,270.25,1322.7,4.618,29.76,0.8938,271.2385864280111
2000-12-19,270.25,270.25,270.25,270.25,1305.6,4.628,29.33,0.8945,270.10907688279246
2000-12-20,273.65,270.5,273.65,273.65,1264.7,4.638,25.77,0.9097,270.1519763770899
2000-12-21,274.25,273.45,274.25,274.25,1274.9,4.638,25.98,0.9163,273.72619837792644
2000-12-22,273.95,274.25,273.95,273.95,1306.0,4.65,26.18,0.9244,274.64249409364356
2000-12-25,274.05,274.0,274.05,274.05,1306.0,4.65,26.18,0.9253,273.4657251425499
2000-12-26,274.45,273.4,274.45,274.45,1315.2,4.662,26.64,0.9311,273.8352841551092
2000-12-27,275.55,274.55,275.55,275.55,1328.9,4.622,26.47,0.9306,274.758878555471
2000-12-28,272.55,275.25,272.55,272.55,1334.2,4.637,25.85,0.9296,275.93252824092934
2000-12-29,272.4,272.45,272.4,272.4,1320.3,4.635,26.8,0.9424,272.49155098433465
2001-01-01,272.4,272.45,272.4,272.4,1320.3,4.635,26.8,0.9424,272.105622325055
2001-01-02,268.85,272.75,268.85,268.85,1283.3,4.595,27.21,0.9498,272.34028523296666
2001-01-03,268.65,269.25,268.65,268.65,1347.6,4.54,28.0,0.9283,268.63204391588175
2001-01-04,267.55,268.05,267.55,267.55,1333.3,4.58,28.14,0.9493,268.4171379585189
2001-01-05,268.1,267.45,268.1,268.1,1298.3,4.6,27.95,0.958,267.18256432899847
2001-01-08,268.45,268.35,268.45,268.45,1295.9,4.59,27.32,0.9478,268.269469733283
2001-01-09,267.85,268.55,267.85,267.85,1300.8,4.59,27.64,0.9456,268.32978812201986
2001-01-10,264.8,267.55,264.8,264.8,1313.3,4.575,29.48,0.9367,267.9251760021465
2001-01-11,264.15,264.9,264.15,264.15,1326.8,4.593,29.41,0.9531,264.5769819644719
2001-01-12,264.25,264.3,264.25,264.25,1318.3,4.655,30.05,0.952,264.0251249867333
2001-01-15,263.65,264.5,263.65,263.65,1318.3,4.655,30.05,0.9425,264.16933700846766
2001-01-16,263.55,263.65,263.55,263.55,1326.7,4.71,30.29,0.9416,263.98821823836715
2001-01-17,263.7,263.75,263.7,263.7,1329.5,4.743,29.6,0.9355,263.55864048915294
2001-01-18,265.05,263.8,265.05,265.05,1348.0,4.825,30.45,0.9444,263.3515723141588
2001-01-19,264.85,264.8,264.85,264.85,1342.5,4.78,32.19,0.934,265.4044315983819
2001-01-22,266.95,265.55,266.95,266.95,1342.9,4.805,32.19,0.9395,264.41104608860996
2001-01-23,266.55,267.5,266.55,266.55,1360.4,4.805,29.57,0.9379,266.74371745585603
2001-01-24,264.95,266.55,264.95,264.95,1364.3,4.793,29.05,0.9214,266.2914728233431
2001-01-25,264.95,264.95,264.95,264.95,1357.5,4.81,29.36,0.9245,264.55983695474384
2001-01-26,263.05,265.0,263.05,263.05,1355.0,4.825,29.77,0.9242,265.26611309264933
2001-01-29,263.15,263.55,263.15,263.15,1364.2,4.823,29.06,0.9165,263.16752096850047
2001-01-30,265.85,263.15,265.85,265.85,1373.7,4.864,29.06,0.9267,262.94692689182034
2001-01-31,265.85,266.0,265.85,265.85,1366.0,4.858,28.66,0.9365,265.8010822342766
2001-02-01,268.65,266.15,268.65,268.65,1373.5,4.832,29.82,0.9391,265.4483275167684
2001-02-02,267.5,268.35,267.5,267.5,1349.5,4.81,31.19,0.9364,268.92794949651073
